6.210387,6.302572,1.000000
-1.395393,9.530210,1.000000
11.368804,1.061648,1.000000
-5.382128,5.356518,1.000000
-7.452180,9.945151,1.000000
-11.262262,3.926780,1.000000
-2.061851,10.192406,1.000000
-10.400268,1.274092,1.000000
7.762205,6.776867,1.000000
8.926904,6.266241,1.000000
7.422948,9.684149,1.000000
-11.862099,1.600796,1.000000
9.242448,0.536824,1.000000
9.935016,5.443040,1.000000
6.117095,8.580218,1.000000
-6.928876,9.109136,1.000000
7.904625,6.136357,1.000000
-7.616468,5.324655,1.000000
-0.330028,7.873742,1.000000
-6.791990,10.330731,1.000000
6.819522,10.848531,1.000000
7.557866,1.473727,1.000000
4.821440,6.465266,1.000000
3.004550,8.090462,1.000000
-9.274388,7.967534,1.000000
-11.652702,3.974363,1.000000
-5.322220,5.110409,1.000000
-8.350921,7.031494,1.000000
-1.190508,8.523144,1.000000
4.104019,7.534147,1.000000
-3.319563,7.591269,1.000000
11.692263,1.346516,1.000000
-4.619655,6.312934,1.000000
-10.176401,3.516834,1.000000
-6.054567,6.323981,1.000000
12.365255,2.977096,1.000000
0.389786,9.351118,1.000000
-6.225893,5.270107,1.000000
2.482969,12.361603,1.000000
6.488209,9.199786,1.000000
-0.150080,12.510926,1.000000
-7.372070,5.644814,1.000000
8.964385,8.166449,1.000000
-9.537766,2.996413,1.000000
-2.201840,9.756226,1.000000
8.986100,1.947549,1.000000
-5.037883,6.939132,1.000000
-1.577905,10.477614,1.000000
-8.172467,0.245796,1.000000
6.361185,3.815704,1.000000
7.853241,1.508720,1.000000
-3.974157,9.097390,1.000000
-8.298606,6.603504,1.000000
-6.277348,9.929773,1.000000
7.648520,0.083948,1.000000
4.316003,6.251886,1.000000
-5.300549,9.376800,1.000000
4.826538,11.838230,1.000000
-9.178848,3.593750,1.000000
10.409290,6.211568,1.000000
8.768878,4.231753,1.000000
-6.630208,11.167302,1.000000
10.566813,1.167563,1.000000
9.070215,6.278871,1.000000
8.017819,4.363079,1.000000
11.116717,2.142180,1.000000
-9.799610,3.215269,1.000000
-5.258583,8.190323,1.000000
-12.114557,1.052264,1.000000
-1.646859,11.054169,1.000000
5.248085,9.020477,1.000000
